Id,Name,Position,Price,ClubId,PredictedPts_BestK,KUsed,Matched
250178823,P. Dorgu,DEF,5.0,52682,12.47,4,True
250065413,K. Laimer,DEF,5.0,50037,16.24,4,True
250218399,A. Nahany,MID,5.0,52749,0.0,1,False
250216080,J. Schaken,MID,5.0,52749,0.0,1,False
250075007,H. Maguire,DEF,5.0,52682,9.26,4,True
250165175,K. Mainoo,MID,5.0,52682,10.88,1,True
250086987,F. Anguissa,MID,5.0,50136,9.92,1,True
250213748,T. Thompson,MID,5.0,52682,0.0,1,False
250213093,H. Chooly,MID,5.0,59333,0.0,1,False
250064229,G. Di Lorenzo,DEF,5.0,50136,21.37,4,True
250163777,A. Pavlović,MID,5.0,50037,10.0,1,True
250191448,A. Bouaddi,MID,5.0,52919,7.89,1,True
250121175,J. Cajuste,MID,5.0,50136,0.0,1,False
250110724,J. Lindstrøm,MID,5.0,50136,5.44,1,True
250164476,L. Lucca,FWD,5.0,50136,7.63,4,True
250189858,Daniel Yañez,MID,5.0,50051,6.16,1,True
250055660,J. Tah,DEF,5.0,50037,14.3,4,True
250180810,J. Malanga,MID,5.0,50107,0.0,1,False
250225251,M. Robberechts,MID,5.0,50043,3.68,1,True
250221088,Alysson,MID,5.0,52683,6.85,1,True
250165363,A. Vergara,FWD,5.0,50136,3.48,4,True
250192609,Dro Fernández,MID,5.0,52747,5.37,1,True
250118957,J. Kadile,MID,5.0,52277,0.0,1,False
250212724,M. Cardozo,MID,5.0,50037,5.2,1,True
250064064,Marquinhos,DEF,5.0,52747,9.76,4,True
250177597,S. Mayulu,MID,5.0,52747,12.59,1,True
250177602,Q. Ndjantou,FWD,5.0,52747,3.88,4,True
250224184,B. Assomo,FWD,5.0,50037,0.0,4,False
250153849,W. Zaïre-Emery,MID,5.0,52747,12.18,1,True
250200525,E. Bajraktarević,FWD,5.0,50062,8.15,4,True
250112998,S. Dest,DEF,5.0,50062,9.44,4,True
250169276,C. Chukwuemeka,MID,5.0,52758,7.88,1,True
250169206,K. Aliyev,MID,5.0,2609356,8.74,1,True
250104534,D. Man,FWD,5.0,50062,10.44,4,True
250217981,P. Krapf,FWD,5.0,63405,0.0,4,False
250223432,M. Hartl,FWD,5.0,63405,0.0,4,False
250194007,J. Bisiwu,MID,5.0,50080,0.0,1,False
250224881,N. Kane,FWD,5.0,63405,0.0,4,False
250218236,Rodrigo Rodrigues,MID,5.0,50149,5.0,1,True
250192702,J. Derry,MID,5.0,50149,6.97,1,True
250026751,A. Pléa,FWD,5.0,50062,9.73,4,True
250090719,G. Nilsson,FWD,5.0,50043,11.55,4,True
250200715,S. Inacio,FWD,5.0,52758,2.32,4,True
250069832,G. Kobel,GK,5.0,52758,21.19,1,True
250171161,E. Banzuzi,FWD,5.0,2603790,4.35,4,True
250221087,R. Cardoso,FWD,5.0,2603790,0.0,4,False
250193528,B. Zaragoza,FWD,5.0,50037,3.6,4,True
250139387,A. Ibrahimović,MID,5.0,50037,10.9,1,True
250203364,N. Fuglestad,MID,5.0,52319,0.0,1,False
250183342,T. Gomis,FWD,5.0,2603790,2.74,4,True
250042773,S. Fofana,MID,5.0,50064,5.74,1,True
250102068,E. Botheim,FWD,5.0,52319,0.0,4,False
250091841,E. Elmas,MID,5.0,2603790,8.41,1,True
250206586,A. Arena,FWD,5.0,50137,2.51,4,True
250187899,C. Harder,FWD,5.0,2603790,8.0,4,True
250102420,C. Ngonge,FWD,5.0,50136,3.96,4,True
250134856,N. Schlotterbeck,DEF,5.0,52758,19.03,4,True
250170137,A. Ouedraogo,MID,5.0,2603790,11.13,1,True
250144303,R. Reitz,MID,5.0,2603790,10.95,1,True
250200654,S. Suleiman,FWD,5.0,2603790,10.09,4,True
250200748,J. Virgili,MID,5.0,50043,10.1,1,True
250201719,S. Diaoune,MID,5.0,75797,6.09,1,True
250064446,O. Zubkov,FWD,5.0,50129,9.55,4,True
250091722,B. Kamara,MID,5.0,52683,11.51,1,True
250201731,Y. Lachaab,MID,4.5,2609356,0.0,1,False
250113392,R. Calafiori,DEF,4.5,52280,13.69,4,True
250163454,P. Hincapié,DEF,4.5,52280,13.5,4,True
250181082,M. Lewis-Skelly,DEF,4.5,52280,6.47,4,True
250224146,Bruninho,MID,4.5,52707,10.93,1,True
250169376,M. Cash,DEF,4.5,52683,14.6,4,True
250211683,Ryan Roberto,MID,4.5,52707,0.0,1,False
250055905,V. Lindelöf,DEF,4.5,52683,5.98,4,True
250117581,I. Maatsen,DEF,4.5,52683,6.85,4,True
250133856,T. Mings,DEF,4.5,52683,6.23,4,True
250088461,Pau Torres,DEF,4.5,52683,9.85,4,True
250150915,J. Cardoso,MID,4.5,50124,7.05,1,True
250092668,D. Hancko,DEF,4.5,50124,19.01,4,True
250112513,R. Le Normand,DEF,4.5,50124,12.42,4,True
250135416,A. Balde,DEF,4.5,50080,10.58,4,True
250190383,M. Bernal,MID,4.5,50080,8.93,1,True
250176861,D. Smetana,MID,4.5,52707,0.0,1,False
250041718,A. Christensen,DEF,4.5,50080,7.02,4,True
250103561,Eric García,DEF,4.5,50080,16.41,4,True
250014002,L. Digne,DEF,4.5,52747,11.59,4,True
250127239,M. Ruggeri,DEF,4.5,52683,8.21,4,True
250162325,Minjae Kim,DEF,4.5,50037,0.0,4,False
250112220,J. Stanišić,DEF,4.5,50037,10.14,4,True
250153936,J. Urbig,GK,4.5,50037,11.55,1,True
250101238,W. Anton,DEF,4.5,52758,14.26,4,True
250119677,R. Bensebaini,DEF,4.5,52758,16.26,4,True
250174737,A. Meyer,GK,4.5,52758,0.0,1,False
250156423,D. Svensson,DEF,4.5,52758,12.73,4,True
250130405,L. Audoor,MID,4.5,50043,4.07,1,True
250135248,C. Sandra,MID,4.5,50043,4.94,1,True
250185093,A. Granados,MID,4.5,50043,0.0,1,False
250201806,T. Koren,MID,4.5,50043,0.0,1,False
250160006,F. Lemarechal,MID,4.5,50043,6.41,1,True
250053044,B. Mechele,DEF,4.5,50043,24.04,4,True
250104207,F. Bjørkan,DEF,4.5,59333,0.0,4,False
250186245,A. Mikkelsen,MID,4.5,59333,2.39,1,True
250063509,L. Milla,MID,4.5,79946,15.6,1,True
250176201,J. Ordoñez,DEF,4.5,50043,11.03,4,True
250189213,V. Nielsen,DEF,4.5,59333,2.49,4,True
250138997,M. Riisnæs,MID,4.5,59333,6.07,1,True
250163786,J. Seys,DEF,4.5,50043,14.55,4,True
97746,Y. Sommer,GK,4.5,50043,20.98,1,True
250172155,C. Tsawa,MID,4.5,50043,0.0,1,False
250141867,U. Saltnes,MID,4.5,59333,12.98,1,True
250017824,E. Can,DEF,4.5,52758,14.26,4,True
250074004,J. Butez,GK,4.5,79946,24.65,1,True
250194327,A. Lahdo,MID,4.5,79946,0.0,1,False
250174182,Alberto Costa,DEF,4.5,50064,8.43,4,True
250056266,J. Bednarek,DEF,4.5,50064,11.67,4,True
250169957,V. Froholdt,MID,4.5,50064,16.66,1,True
250134536,I. Hwang,MID,4.5,50064,0.0,1,False
250105681,J. Kiwior,DEF,4.5,50064,9.82,4,True
250164153,D. Prpić,DEF,4.5,50064,2.26,4,True
250097271,P. Rosario,MID,4.5,50064,4.7,1,True
250210895,G. Diarra,MID,4.5,52749,2.67,1,True
250182482,T. Kraaijeveld,MID,4.5,52749,3.55,1,True
250092129,J. Moder,MID,4.5,52749,5.12,1,True
250183808,G. Read,DEF,4.5,52749,9.65,4,True
250180110,A. Sliti,MID,4.5,52749,3.65,1,True
250087967,J. St. Juste,DEF,4.5,52749,0.0,4,False
250187845,C. Vanhoutte,MID,4.5,52749,7.81,1,True
250187148,T. Watanabe,DEF,4.5,52749,15.65,4,True
250043129,Abdülkerim Bardakcı,DEF,4.5,50067,17.2,4,True
250203435,C. Güner,MID,4.5,50067,-2.65,1,True
250117015,I. Jakobs,DEF,4.5,50067,6.2,4,True
250076489,A. Ahmedhodžić,DEF,4.5,52749,10.26,4,True
250102736,I. Jaime,MID,4.5,50064,0.0,1,False
250133014,S. 't Zand,MID,4.5,52749,0.0,1,False
250216977,R. Sam-Na Nhaga,MID,4.5,50067,0.0,1,False
250099374,D. Sánchez,DEF,4.5,50067,9.79,4,True
250116951,Y. Bisseck,DEF,4.5,50138,13.71,4,True
250138637,Alpha Diallo,MID,4.5,52277,0.0,1,False
250146919,Luis Henrique,MID,4.5,50138,7.93,1,True
250096761,J. Martínez,GK,4.5,50138,9.59,1,True
250081921,B. Pavard,DEF,4.5,50138,13.3,4,True
250088946,I. Provedel,GK,4.5,50138,18.0,1,True
250061132,R. Aguilar,DEF,4.5,52277,11.03,4,True
250139010,S. Baidoo,DEF,4.5,52277,9.97,4,True
250173262,A. Bulatović,MID,4.5,52277,8.58,1,True
250193467,J. Chavez,DEF,4.5,52277,0.0,4,False
250091018,M. Cuisance,MID,4.5,52277,0.0,1,False
250189553,I. Ganiou,DEF,4.5,52277,16.51,4,True
250007575,J. Gradit,DEF,4.5,52277,10.52,4,True
250181514,R. Risser,GK,4.5,52277,17.04,1,True
250105686,M. Skóraś,MID,4.5,52277,11.32,1,True
250221057,M. Udol,DEF,4.5,52277,19.11,4,True
250135607,C. Bradley,DEF,4.5,7889,6.78,4,True
250203207,G. Leoni,DEF,4.5,7889,0.0,4,False
250101805,G. Mamardashvili,GK,4.5,7889,9.81,1,True
250188247,Alexsandro,DEF,4.5,75797,0.0,4,False
250178658,Başar Önal,MID,4.5,75797,14.05,1,True
250102646,Berke Özer,GK,4.5,75797,18.82,1,True
250127426,H. Elliott,MID,4.5,7889,6.79,1,True
250154416,S. Bajcetic,MID,4.5,7889,0.0,1,False
250198114,N. Mukau,MID,4.5,75797,6.54,1,True
250130418,N. Ngoy,DEF,4.5,75797,7.89,4,True
250068803,R. Perraud,DEF,4.5,75797,12.05,4,True
250146610,O. Sahraoui,MID,4.5,75797,6.89,1,True
250179746,L. Srdanovic,DEF,4.5,75797,0.0,4,False
250187698,A. Khusanov,DEF,4.5,52919,5.69,4,True
250210221,C. Echeverri,MID,4.5,52919,5.32,1,True
50327424,M. De Ligt,DEF,4.5,52682,10.86,4,True
250081628,Diogo Dalot,DEF,4.5,52682,16.12,4,True
250177777,J. Fletcher,MID,4.5,52682,7.02,1,True
250182726,T. Fletcher,MID,4.5,52682,6.85,1,True
250118908,S. Lammens,GK,4.5,52682,15.39,1,True
250132803,Lisandro Martínez,DEF,4.5,52682,9.41,4,True
250075995,N. Mazraoui,DEF,4.5,52682,10.52,4,True
250042705,L. Shaw,DEF,4.5,52682,9.62,4,True
250161762,M. Ugarte,MID,4.5,52682,8.77,1,True
250107117,B. Gilmour,MID,4.5,50136,6.46,1,True
250143242,K. Phillips,MID,4.5,52919,0.0,1,False
250206102,J. Monga,MID,4.5,52919,0.0,1,False
250164098,L. Marianucci,DEF,4.5,50136,4.95,4,True
250066753,A. Meret,GK,4.5,50136,9.63,1,True
250129412,Rafa Marín,DEF,4.5,50136,7.0,4,True
250059233,A. Rrahmani,DEF,4.5,50136,15.73,4,True
250020885,L. Spinazzola,DEF,4.5,50136,10.15,4,True
250135068,L. Chevalier,GK,4.5,52747,15.13,1,True
250063803,L. Hernández,DEF,4.5,52747,7.48,4,True
250192037,N. Fernandez,MID,4.5,50062,4.1,1,True
250133203,A. Andrade,DEF,4.5,63405,12.38,4,True
250189506,R. Flamingo,DEF,4.5,50062,13.4,4,True
250117491,M. Kovář,GK,4.5,50062,12.3,1,True
250172703,S. Mijnans,MID,4.5,50062,17.84,1,True
250177927,K. Sildillia,DEF,4.5,50062,10.36,4,True
250163784,P. Wanner,MID,4.5,50062,9.16,1,True
250104720,R. Baku,MID,4.5,2603790,11.81,1,True
250189610,V. Gebel,MID,4.5,2603790,0.0,1,False
250201514,B. Kaltefleiter,MID,4.5,2603790,0.0,1,False
250124068,C. Lukeba,DEF,4.5,2603790,10.31,4,True
250177722,A. Maksimović,MID,4.5,2603790,5.28,1,True
250104075,L. Geertruida,DEF,4.5,50062,18.24,4,True
250190117,I. Mbaye,MID,4.5,52683,9.08,1,True
250215295,M. Kone,MID,4.5,2603790,3.8,1,True
250051754,W. Orbán,DEF,4.5,2603790,16.22,4,True
250110361,D. Raum,DEF,4.5,2603790,15.97,4,True
250114167,N. Seiwald,MID,4.5,2603790,9.75,1,True
250118787,M. Vandevoordt,GK,4.5,2603790,8.78,1,True
250163279,Aitor Ruibal,MID,4.5,52265,12.2,1,True
250010245,M. Bartra,DEF,4.5,52265,10.97,4,True
250047082,H. Bellerín,DEF,4.5,52265,7.71,4,True
250221822,F. Bernal,MID,4.5,52265,0.0,1,False
250212313,N. Deossa,MID,4.5,52265,6.09,1,True
250057121,Diego Llorente,DEF,4.5,52265,9.29,4,True
250076692,Á. Fidalgo,MID,4.5,52265,6.82,1,True
250091175,Fran García,DEF,4.5,52265,13.29,4,True
250122839,Junior Firpo,DEF,4.5,52265,7.61,4,True
250123073,Marc Roca,MID,4.5,52265,8.74,1,True
250178134,A. Ortiz,MID,4.5,52265,6.52,1,True
250212013,Carlos Macia,MID,4.5,70691,5.55,1,True
250188092,G. Bello,DEF,4.5,63405,10.94,4,True
250212322,A. Valles,GK,4.5,52265,14.69,1,True
250121965,Éder Militão,DEF,4.5,50051,11.62,4,True
250124223,M. Bogarde,MID,4.5,63405,8.1,1,True
250194474,D. Huijsen,DEF,4.5,50051,13.27,4,True
250089824,A. Lunin,GK,4.5,50051,7.83,1,True
250130771,K. Daněk,MID,4.5,63405,4.98,1,True
250153617,Raúl Asencio,DEF,4.5,50051,10.02,4,True
250041741,B. Cristante,MID,4.5,50137,10.88,1,True
250063940,M. Hermoso,DEF,4.5,50137,11.78,4,True
250075982,G. Mancini,DEF,4.5,50137,19.34,4,True
250122785,E. N'Dicka,DEF,4.5,50137,12.83,4,True
250183335,N. Pisilli,MID,4.5,50137,10.24,1,True
250076007,M. Svilar,GK,4.5,50137,23.81,1,True
250224969,N. El Jmili,MID,4.5,70691,0.0,1,False
250212323,Wesley França,DEF,4.5,50137,0.0,4,False
250209228,Alisson Santana,MID,4.5,52707,5.39,1,True
250087118,V. Bondar,DEF,4.5,52707,0.0,4,False
250064356,Angeliño,DEF,4.5,50137,10.28,4,True
250112978,D. Kryskiv,MID,4.5,52707,3.25,1,True
250211402,Lucas Ferreira,MID,4.5,52707,4.78,1,True
250193518,Marlon Gomes,MID,4.5,52707,3.87,1,True
250064444,M. Matviyenko,DEF,4.5,52707,0.0,4,False
250123440,Y. Nazaryna,MID,4.5,52707,3.5,1,True
250134776,O. Ocheretko,MID,4.5,52707,0.0,1,False
250121017,D. Riznyk,GK,4.5,52707,20.65,1,True
250082625,M. Shved,MID,4.5,52707,0.0,1,False
250176838,V. Tsukanov,MID,4.5,52707,2.34,1,True
250209358,T. Diakite,MID,4.5,52498,6.05,1,True
250134691,D. Douděra,MID,4.5,52498,7.31,1,True
250054481,T. Holeš,DEF,4.5,52498,14.95,4,True
250210225,D. Moses,MID,4.5,52498,7.74,1,True
250212505,W. Nowak,MID,4.5,52498,0.0,1,False
250122242,I. Ogbu,DEF,4.5,52498,12.19,4,True
250055112,J. Staněk,GK,4.5,52498,11.53,1,True
250124916,D. Zima,DEF,4.5,52498,6.96,4,True
250107142,S. Alexandropoulos,MID,4.5,50149,0.0,1,False
250137390,Z. Debast,DEF,4.5,50149,9.99,4,True
250208842,I. Doumbia,MID,4.5,50149,0.0,1,False
250117415,Eduardo Quaresma,DEF,4.5,50149,8.37,4,True
250136464,Gonçalo Inácio,DEF,4.5,50149,16.44,4,True
250180059,João Simões,MID,4.5,50149,6.17,1,True
250187284,G. Vagiannidis,DEF,4.5,50149,0.0,4,False
250187727,R. Zalazar,MID,4.5,50149,23.15,1,True
250196709,Atakan Karazor,MID,4.5,50107,7.92,1,True
250107477,J. Chabot,DEF,4.5,50107,10.26,4,True
250077643,Ricardo Mangas,DEF,4.5,50149,9.28,4,True
250176533,Chema Andrés,MID,4.5,50107,9.47,1,True
250170132,F. Jeltsch,MID,4.5,50107,7.26,1,True
250090766,M. Mittelstädt,DEF,4.5,50107,17.59,4,True
250101564,N. Nartey,MID,4.5,50107,11.39,1,True
250201752,L. Penna,MID,4.5,50107,0.0,1,False
250101240,G. Prömel,MID,4.5,50107,14.26,1,True
250170952,D. Seimen,GK,4.5,50107,0.0,1,False
250184508,Y. Spalt,DEF,4.5,50107,0.0,4,False
250173127,T. Buchanan,MID,4.5,70691,13.25,1,True
250106707,L. Costa,DEF,4.5,70691,7.57,4,True
250147278,J. Foyth,DEF,4.5,70691,8.79,4,True
250210288,P. Navarro,DEF,4.5,70691,7.06,4,True
250164935,Renato Veiga,DEF,4.5,70691,4.44,4,True
250117515,J. Trafford,GK,4.5,52919,8.5,1,True
250169685,O. Diomande,DEF,4.5,50149,10.94,4,True
250134170,Ronald Araújo,DEF,4.5,7889,10.51,4,True
250128385,S. Iling-Junior,MID,4.5,52683,0.0,1,False
98078,S. Mignolet,GK,4.5,50043,6.62,1,True
250126495,L. Reis,MID,4.5,50043,2.79,1,True
250086637,Pau López,GK,4.5,52265,8.81,1,True
250073918,G. Rulli,GK,4.5,52919,14.17,1,True
250215254,N. Domchak,GK,4.5,52498,18.61,1,True
250199543,C. Olivier,DEF,4.5,50107,0.0,4,False
250197123,K. Arriaga,MID,4.5,50129,11.78,1,True
250061721,K. Bajrić,DEF,4.5,52797,11.05,4,True
250131541,C. Blackman,DEF,4.5,52797,12.35,4,True
250139101,A. Gajdoš,MID,4.5,52797,5.16,1,True
250210294,R. Ibrahim,MID,4.5,52797,4.93,1,True
250121132,D. Ihnatenko,MID,4.5,52797,0.0,1,False
250105502,S. Marković,DEF,4.5,52797,9.07,4,True
250222222,D. Matsuoka,MID,4.5,52797,1.15,1,True
250116759,A. Mustafić,MID,4.5,52797,3.81,1,True
250116653,Sandro Cruz,DEF,4.5,52797,8.72,4,True
250157134,D. Takáč,GK,4.5,52797,12.51,1,True
108567,D. Vida,DEF,4.5,50129,14.66,4,True
250046901,T. Strakosha,GK,4.5,50129,23.15,1,True
250107249,H. Evjen,MID,4.5,59333,11.45,1,True
250141864,N. Haikin,GK,4.5,59333,17.86,1,True
250109026,J. Kitolano,MID,4.5,59333,10.45,1,True
250129575,Bartuğ Elmaz,MID,4.5,52692,4.98,1,True
250135831,A. Brown,DEF,4.5,52692,13.11,4,True
250082679,Çağlar Söyüncü,DEF,4.5,52692,5.39,4,True
250174144,İsmail Yüksek,MID,4.5,52692,8.19,1,True
250123981,L. Mercan,DEF,4.5,52692,10.27,4,True
250050403,A. Schöpf,MID,4.5,63405,10.27,1,True
250166728,A. Smakaj,MID,4.5,63405,1.18,1,True
250162184,C. Lang,MID,4.5,63405,8.0,1,True
250159904,F. Flecker,MID,4.5,63405,1.51,1,True
250116667,K. Jørgensen,DEF,4.5,63405,24.61,4,True
250188376,L. Jungwirth,GK,4.5,63405,13.61,1,True
250106774,Rodrigo Fernandes,MID,4.5,2609356,1.64,1,True
250059361,S. Pokatilov,GK,4.5,2609356,17.58,1,True
250090285,T. Puchacz,DEF,4.5,2609356,4.86,4,True
250113290,B. Badiashile,DEF,4.5,50136,5.12,4,True
250186054,D. Bassi,MID,4.5,59333,4.65,1,True
250210435,Filipe Relvas,DEF,4.5,50129,10.81,4,True
250042749,M. Gaćinović,MID,4.5,50129,4.15,1,True
250168672,D. Kaloskamis,MID,4.5,50129,5.51,1,True
250012957,P. Mantalos,MID,4.5,50129,10.1,1,True
250066898,H. Moukoudi,DEF,4.5,50129,13.67,4,True
250187689,S. Pilios,DEF,4.5,50129,8.64,4,True
250143747,L. Rota,DEF,4.5,50129,13.75,4,True
250112700,D. Bakwa,MID,4.5,75797,8.18,1,True
250209018,N. Saliba,MID,4.5,70691,0.0,1,False
250225023,Allan Elias,MID,4.5,52919,0.0,1,False
250154983,R. Sánchez,GK,4.5,79946,16.44,1,True
250117839,S. Ricci,MID,4.5,79946,8.82,1,True
250209953,Y. Titraoui,MID,4.5,52277,0.0,1,False
250178067,G. Zechiel,MID,4.5,52749,16.48,1,True
250126069,Milán Vitális,MID,4.5,50129,0.0,1,False
250218556,K. Sano,MID,4.5,50062,12.86,1,True
250216420,S. Ouaissa,MID,4.5,50062,13.16,1,True
250164927,Samuel Justo,MID,4.5,50149,0.0,1,False
250224345,A. Batrakov,MID,4.5,50067,0.0,1,False
250205688,T. Pitarch,MID,4.5,50051,6.95,1,True
250224970,Souza,DEF,4.5,50064,2.74,4,True
250057690,N. Bentaleb,MID,4.5,75797,8.59,1,True
250218836,A. Santos,MID,4.5,50062,6.43,1,True
250167252,N. Törnqvist,GK,4.5,79946,0.0,1,False
250116817,S. Eustáquio,MID,4.5,50064,5.31,1,True
250153599,Iker Losada,MID,4.5,52265,9.09,1,True
250184494,J. Ilk,DEF,4.5,63405,0.0,4,False
250223435,A. Wimmer,DEF,4.5,63405,0.0,4,False
250225045,Du Queiroz,MID,4.5,2609356,0.0,1,False
250202772,S. Ibrahimov,MID,4.5,2609356,0.0,1,False
250221022,B. Sapoko Ndiaye,MID,4.5,50037,5.6,1,True
250200895,S. Coulibaly,DEF,4.5,50043,0.0,4,False
250169764,M. Dams,DEF,4.5,50043,0.0,4,False
250201762,E. Yigit,MID,4.5,50107,0.0,1,False
250225046,Sergio Martínez,MID,4.5,50051,0.0,1,False
250206694,Diego Villalba,MID,4.5,50051,0.0,1,False
250213264,Gabriel Valero,MID,4.5,50051,0.0,1,False
250189623,Jorge Cestero,MID,4.5,50051,5.39,1,True
250225019,A. Sanyang,MID,4.5,59333,0.0,1,False
250213129,J. Rabben Nygård,MID,4.5,59333,0.0,1,False
250213128,L. Monsen Yeboah,MID,4.5,59333,0.0,1,False
250213099,E. Eliassen,MID,4.5,59333,0.0,1,False
250213132,K. Solhaug,MID,4.5,59333,0.0,1,False
250123067,A. Wan-Bissaka,DEF,4.5,52683,11.57,4,True
250189184,Z. Sneijer,MID,4.5,52749,0.0,1,False
250200556,N. De Koning,MID,4.5,52749,0.0,1,False
250199588,K. Khan,MID,4.5,52749,0.0,1,False
250218024,L. Tomasson,MID,4.5,52749,0.0,1,False
250193618,T. Van Den Elshout,MID,4.5,52749,3.64,1,True
250190226,N. El Harmouz,MID,4.5,52749,0.0,1,False
250185405,Tiago Silva,MID,4.5,50064,6.4,1,True
250169491,João Teixeira,MID,4.5,50064,0.0,1,False
250204915,Bernardo Lima,MID,4.5,50064,5.16,1,True
250154426,J. McConnell,MID,4.5,7889,3.04,1,True
250223128,E. Ayaosi,MID,4.5,52498,13.44,1,True
250129032,A. Isaev,MID,4.5,2609356,0.0,1,False
250171312,A. Khaibulaev,MID,4.5,2609356,0.0,1,False
250221231,J. Mukhtarov,MID,4.5,2609356,0.0,1,False
250130045,R. Rustamli,MID,4.5,2609356,4.87,1,True
250209341,S. Solvet,DEF,4.5,2609356,12.4,4,True
250188243,A. Zedadka,DEF,4.5,2609356,6.98,4,True
250215287,A. Cosic,MID,4.5,52319,0.0,1,False
250139481,H. Falchener,DEF,4.5,52319,0.0,4,False
250210010,H. Haugen,DEF,4.5,52319,0.0,4,False
250144866,H. Heggheim,DEF,4.5,52319,8.4,4,True
1905505,A. Østbø,GK,4.5,52319,10.09,1,True
250174059,G. Stensness,DEF,4.5,52319,5.77,4,True
250160883,J. Mvuka,MID,4.5,59333,0.0,1,False
250186986,R. Dashdamirov,DEF,4.5,2609356,2.02,4,True
250210594,R. Alte,MID,4.5,52319,6.82,1,True
250159556,M. Broholm,MID,4.5,75797,6.33,1,True
250123068,E. Konsa,DEF,4.5,52280,11.85,4,True
250223167,A. Koné,DEF,4.5,2603790,0.0,4,False
250200248,T. Nyoni,MID,4.5,7889,6.78,1,True
250129343,M. Kjærgaard,MID,4.5,75797,7.02,1,True
250128118,L. Balerdi,DEF,4.5,50137,10.93,4,True
250129645,K. Koulierakis,DEF,4.5,50137,11.94,4,True
250183092,N. Marcelli,MID,4.5,52797,11.33,1,True
250170005,E. Piták,DEF,4.5,52498,1.96,4,True
250200405,Furkan Koçak,MID,4.5,50067,0.0,1,False
250212934,Eyüp Karasu,MID,4.5,50067,0.0,1,False
250189922,Berat Luş,MID,4.5,50067,0.0,1,False
250206687,Necati Yançel,MID,4.5,50067,0.0,1,False
250224253,O. Yıldız,MID,4.5,50067,0.0,1,False
250200716,M. Kaba,MID,4.5,52758,0.0,1,False
250203284,E. Duarte,MID,4.5,52758,0.0,1,False
250065289,H. Bjørdal,MID,4.5,52319,10.63,1,True
250223290,O. Visted,MID,4.5,52319,0.0,1,False
250210217,J. Hansen,MID,4.5,52319,0.0,1,False
250169944,T. Moi,MID,4.5,52319,0.0,1,False
250190377,Xavi Espart,DEF,4.5,50080,2.65,4,True
250097935,W. Endo,MID,4.5,7889,7.81,1,True
250112803,F. Mendy,DEF,4.5,50051,5.57,4,True
250112969,A. Bondarenko,MID,4.5,52707,7.81,1,True
250109754,M. Dorley,MID,4.5,52498,0.0,1,False
250102308,Daniel Bragança,MID,4.5,50149,11.15,1,True
250216955,S. Faye,MID,4.5,50149,5.07,1,True
250117946,K. Koindredi,MID,4.5,50149,0.0,1,False
250220317,A. Wan-Bissaka,DEF,4.5,52683,11.57,4,True
250210649,M. Balamotis,MID,4.5,50129,0.0,1,False
250202036,Flávio Gonçalves,MID,4.5,50149,4.95,1,True
250173424,F. Sjøvold,DEF,4.5,59333,10.72,4,True
250039900,K. Arrizabalaga,GK,4.5,52280,7.65,1,True
250024301,F. Kostić,DEF,4.0,50062,8.86,4,True
1909059,Cláudio Ramos,GK,4.0,50064,6.96,1,True
250016024,M. Vigorito,GK,4.0,79946,0.0,1,False
250223594,N. Glossoa,DEF,4.0,52498,0.0,4,False
250197801,Gerard Martín,DEF,4.0,50080,9.55,4,True
250118383,H. Koffi,GK,4.0,52277,15.98,1,True
250182326,J. Oosterwolde,DEF,4.0,52692,6.54,4,True
250164785,A. Valle,DEF,4.0,79946,11.0,4,True
250054306,L. Zingerle,GK,4.0,2603790,0.0,1,False
250175645,Y. Kinareikin,GK,4.0,70691,0.0,1,False
250113686,I. Smolčić,DEF,4.0,79946,6.43,4,True
250224143,Kauã Prates,DEF,4.0,52758,0.0,4,False
250210900,K. Oppong,DEF,4.0,52692,11.25,4,True
108923,Ø. Nyland,GK,4.0,2603790,8.17,1,True
250153851,E. Bitshiabu,DEF,4.0,50067,3.49,4,True
250058260,L. Klostermann,DEF,4.0,2603790,6.63,4,True
250058258,B. Henrichs,DEF,4.0,2603790,11.47,4,True
250176488,J. Ramón,DEF,4.0,79946,12.05,4,True
250162917,M. Finkgräfe,DEF,4.0,2603790,8.67,4,True
250124756,M. Esteve,DEF,4.0,2603790,5.8,4,True
250182489,J. van den Berg,DEF,4.0,50062,1.99,4,True
250193930,Rubén Gómez,GK,4.0,70691,0.0,1,False
250108593,I. Van Der Brempt,DEF,4.0,79946,5.94,4,True
250188875,R. Bahlai,GK,4.0,52707,0.0,1,False
250187771,T. Smolenaars,GK,4.0,50062,0.0,1,False
250106979,A. Tenas,GK,4.0,70691,7.05,1,True
250046909,N. Olij,GK,4.0,50062,5.07,1,True
250088117,A. Obispo,DEF,4.0,50062,5.97,4,True
250046524,M. Kempf,DEF,4.0,79946,0.0,4,False
250225138,D. Elfadli,DEF,4.0,63405,5.82,4,True
250187793,A. Nagalo,DEF,4.0,50062,2.6,4,True
250206921,C. Katzmayr,GK,4.0,63405,0.0,1,False
250223434,J. Wansch,DEF,4.0,63405,0.0,4,False
250199268,A. Midzic,DEF,4.0,63405,0.0,4,False
250195616,R. Rodriguez German,DEF,4.0,63405,0.0,4,False
250218352,Kaiki Bruno,DEF,4.0,79946,0.0,4,False
250223433,L. Ortner,DEF,4.0,63405,0.0,4,False
250193525,J. Gauci,GK,4.0,52683,0.0,1,False
250201840,F. Merién,DEF,4.0,50062,1.36,4,True
